personId,PlayerName,season_year,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,SeasonStart,Age
1627741,Buddy Hield,2022-23,80,2481.9166666666665,475,1038,288,677,106,129,67,333,400,225,92,26,139,156,1344,2023,29.0
1627741,Buddy Hield,2023-24,84,2159.9333333333334,371,850,219,568,52,59,61,208,269,236,70,42,103,169,1013,2024,30.0
1627742,Brandon Ingram,2017-18,59,1974.5833333333333,358,761,41,105,192,282,57,257,314,230,45,43,149,163,949,2018,20.0
1627742,Brandon Ingram,2018-19,52,1760.5,362,729,31,94,195,289,41,226,267,154,28,31,129,149,950,2019,21.0
1627742,Brandon Ingram,2019-20,62,2103.4333333333334,507,1096,150,384,313,368,51,329,380,259,61,38,189,179,1477,2020,22.0
1627742,Brandon Ingram,2020-21,61,2092.4,513,1101,143,375,281,320,34,265,299,296,42,36,154,124,1450,2021,23.0
1627742,Brandon Ingram,2021-22,55,1869.2,453,983,74,226,266,322,35,285,320,307,34,26,151,119,1246,2022,24.0
1627742,Brandon Ingram,2022-23,45,1538.0833333333333,404,835,64,164,240,272,23,223,246,262,32,19,148,116,1112,2023,25.0
1627742,Brandon Ingram,2023-24,64,2102.7,500,1017,86,242,246,307,43,281,324,363,50,40,163,145,1332,2024,26.0
1627743,Demetrius Jackson,2017-18,15,79.95,7,18,1,7,1,2,5,7,12,9,5,1,10,7,16,2018,23.0
1627743,Demetrius Jackson,2018-19,6,39.45,8,15,2,6,4,4,2,1,3,5,2,0,1,4,22,2019,24.0
1627744,Brice Johnson,2017-18,18,97.96666666666667,20,42,0,1,3,5,9,22,31,2,9,6,5,13,43,2018,23.0
1627745,Damian Jones,2017-18,15,88.71666666666667,11,22,0,0,3,5,5,9,14,2,1,3,4,14,25,2018,22.0
1627745,Damian Jones,2018-19,24,409.6166666666667,53,74,0,0,24,37,31,44,75,28,12,25,16,63,130,2019,23.0
1627745,Damian Jones,2019-20,55,886.9166666666666,121,178,2,9,62,84,74,132,206,35,26,40,28,149,306,2020,24.0
1627745,Damian Jones,2020-21,39,545.7333333333333,70,103,1,5,42,58,36,85,121,29,11,29,26,77,183,2021,25.0
1627745,Damian Jones,2021-22,56,1016.6666666666666,175,266,10,29,94,131,75,171,246,69,26,47,59,130,454,2022,26.0
1627745,Damian Jones,2022-23,41,477.4166666666667,55,86,10,17,22,29,42,80,122,15,8,21,23,55,142,2023,27.0
1627745,Damian Jones,2023-24,39,269.73333333333335,43,72,3,14,18,21,20,42,62,15,7,13,13,27,107,2024,28.0
1627746,Skal Labissiere,2017-18,60,1240.3,205,458,18,51,95,118,98,189,287,72,25,49,73,132,523,2018,21.0
1627746,Skal Labissiere,2018-19,22,176.48333333333335,26,49,6,13,9,17,9,34,43,11,5,6,11,29,67,2019,22.0
1627746,Skal Labissiere,2019-20,33,566.8166666666666,81,147,3,13,25,33,65,104,169,42,7,31,30,89,190,2020,23.0
1627747,Caris LeVert,2017-18,71,1863.7,320,735,85,245,133,187,53,207,260,299,82,22,153,159,858,2018,23.0
1627747,Caris LeVert,2018-19,40,1062.9,207,483,48,154,85,123,35,116,151,156,42,14,69,77,547,2019,24.0
1627747,Caris LeVert,2019-20,45,1329.8666666666668,311,732,80,220,140,197,49,140,189,199,53,10,118,81,842,2020,25.0
1627747,Caris LeVert,2020-21,47,1485.3333333333333,359,814,84,258,146,180,33,181,214,245,66,30,102,105,948,2021,26.0
1627747,Caris LeVert,2021-22,58,1780.3833333333334,379,854,82,256,146,193,43,171,214,248,51,23,108,131,986,2022,27.0
1627747,Caris LeVert,2022-23,74,2237.366666666667,320,742,127,324,130,180,53,229,282,287,72,24,116,170,897,2023,28.0
1627747,Caris LeVert,2023-24,68,1958.0666666666666,345,820,108,332,154,201,39,241,280,346,76,34,117,121,952,2024,29.0
1627748,Thon Maker,2017-18,74,1237.9,130,316,31,104,65,93,75,150,225,46,38,53,44,162,356,2018,20.0
1627748,Thon Maker,2018-19,64,972.3166666666666,109,268,49,153,56,84,41,161,202,45,21,51,33,105,323,2019,21.0
1627748,Thon Maker,2019-20,60,776.1,93,193,22,64,73,110,54,113,167,43,25,39,45,102,281,2020,22.0
1627748,Thon Maker,2020-21,8,76.46666666666667,10,18,0,2,10,11,8,10,18,4,2,4,3,7,30,2021,23.0
1627749,Dejounte Murray,2017-18,81,1742.9,270,609,9,34,105,148,110,349,459,231,97,31,134,151,654,2018,21.0
1627749,Dejounte Murray,2019-20,66,1686.7833333333333,294,637,41,111,91,114,69,314,383,271,111,17,125,143,720,2020,23.0
1627749,Dejounte Murray,2020-21,67,2139.4333333333334,441,974,63,199,106,134,58,415,473,363,101,7,117,135,1051,2021,24.0
1627749,Dejounte Murray,2021-22,68,2365.9333333333334,573,1241,96,294,196,247,80,483,563,627,138,23,180,138,1438,2022,25.0
1627749,Dejounte Murray,2022-23,74,2693.4,612,1319,133,387,158,190,53,336,389,448,112,19,160,106,1515,2023,26.0
1627749,Dejounte Murray,2023-24,78,2783.35,672,1463,201,554,208,262,62,354,416,502,111,24,201,138,1753,2024,27.0
1627750,Jamal Murray,2017-18,81,2564.75,479,1062,165,436,229,253,82,215,297,274,79,28,172,173,1352,2018,20.0
1627750,Jamal Murray,2018-19,75,2447.3,513,1173,152,414,189,223,65,252,317,363,67,27,158,153,1367,2019,21.0
1627750,Jamal Murray,2019-20,59,1903.5,408,894,112,324,163,185,45,191,236,284,67,17,127,102,1091,2020,22.0
1627750,Jamal Murray,2020-21,48,1703.6333333333332,378,792,129,316,133,153,37,157,194,231,64,13,108,95,1018,2021,23.0
1627750,Jamal Murray,2022-23,65,2133.4166666666665,473,1041,172,432,180,216,48,209,257,400,66,16,145,103,1298,2023,25.0
1627750,Jamal Murray,2023-24,59,1861.3833333333332,474,986,145,341,157,184,42,200,242,384,57,39,125,104,1250,2024,26.0
1627751,Jakob Poeltl,2017-18,82,1523.55,253,384,1,2,60,101,165,228,393,57,39,100,85,212,567,2018,22.0
1627751,Jakob Poeltl,2018-19,77,1272.6666666666667,187,290,0,0,49,92,178,232,410,93,29,68,48,124,423,2019,23.0
1627751,Jakob Poeltl,2019-20,66,1171.1833333333334,166,266,0,0,40,86,131,244,375,116,37,95,54,126,372,2020,24.0
1627751,Jakob Poeltl,2020-21,69,1845.1333333333332,265,430,0,0,63,124,219,328,547,134,47,123,83,172,593,2021,25.0
1627751,Jakob Poeltl,2021-22,68,1969.6833333333334,410,663,1,1,94,190,262,372,634,189,45,118,109,212,915,2022,26.0
1627751,Jakob Poeltl,2022-23,72,1906.1166666666666,389,618,0,1,119,201,236,417,653,197,66,86,125,195,897,2023,27.0
1627751,Jakob Poeltl,2023-24,50,1319.1333333333334,248,378,0,0,59,107,146,283,429,127,35,76,77,149,555,2024,28.0
1627755,Tyler Ulis,2017-18,71,1658.4833333333333,214,551,42,146,84,101,24,104,128,311,70,7,127,120,554,2018,22.0
1627755,Tyler Ulis,2018-19,1,0.8333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,23.0
1627756,Denzel Valentine,2017-18,77,2095.15,301,721,143,370,38,51,48,345,393,244,65,11,99,185,783,2018,24.0
1627756,Denzel Valentine,2019-20,36,487.9166666666667,97,237,46,137,6,8,9,65,74,43,26,6,26,51,246,2020,26.0
1627756,Denzel Valentine,2020-21,62,1035.8,155,416,80,242,16,17,24,173,197,105,30,7,42,70,406,2021,27.0
1627756,Denzel Valentine,2021-22,24,222.0,25,66,19,47,0,0,9,33,42,11,8,0,12,20,69,2022,28.0
1627758,Ron Baker,2017-18,29,384.68333333333334,20,59,11,33,20,26,5,25,30,47,26,6,18,33,71,2018,24.0
1627758,Ron Baker,2018-19,15,151.98333333333332,4,20,1,13,5,6,1,10,11,15,6,1,5,18,14,2019,25.0
1627759,Jaylen Brown,2017-18,70,2151.8166666666666,373,803,121,306,150,233,66,280,346,114,70,26,124,181,1017,2018,21.0
1627759,Jaylen Brown,2018-19,74,1913.3333333333333,368,792,95,276,133,202,65,248,313,100,69,32,99,186,964,2019,22.0
1627759,Jaylen Brown,2019-20,57,1933.7,427,887,129,338,176,243,62,302,364,118,65,20,125,167,1159,2020,23.0
1627759,Jaylen Brown,2020-21,58,1998.7,538,1111,163,411,191,250,71,276,347,195,72,32,158,168,1430,2021,24.0
1627759,Jaylen Brown,2021-22,66,2220.45,576,1217,166,464,241,318,53,351,404,231,70,18,178,163,1559,2022,25.0
1627759,Jaylen Brown,2022-23,67,2404.95,679,1383,163,487,263,344,78,381,459,232,75,26,197,172,1784,2023,26.0
1627759,Jaylen Brown,2023-24,70,2342.55,627,1256,145,410,211,300,84,303,387,249,83,37,166,185,1610,2024,27.0
1627761,DeAndre' Bembry,2017-18,26,455.25,53,128,11,30,19,33,8,64,72,49,21,12,47,38,136,2018,23.0
1627761,DeAndre' Bembry,2018-19,82,1931.3666666666668,275,616,50,173,87,136,54,304,358,202,105,41,142,190,687,2019,24.0
1627761,DeAndre' Bembry,2019-20,43,915.4,104,228,15,65,26,48,34,118,152,81,55,19,60,84,249,2020,25.0
1627761,DeAndre' Bembry,2020-21,51,971.85,117,228,14,53,45,66,33,113,146,107,53,18,71,87,293,2021,26.0
1627761,DeAndre' Bembry,2021-22,56,1026.05,124,221,15,36,21,35,42,121,163,66,49,25,31,113,284,2022,27.0
1627762,Joel Bolomboy,2017-18,6,37.666666666666664,3,6,0,1,3,6,6,4,10,0,2,0,2,3,9,2018,24.0
1627763,Malcolm Brogdon,2017-18,48,1436.0,244,503,62,161,75,85,23,133,156,152,41,13,66,128,625,2018,25.0
1627763,Malcolm Brogdon,2018-19,64,1831.5833333333333,378,748,104,244,141,152,65,223,288,205,46,13,91,102,1001,2019,26.0
1627763,Malcolm Brogdon,2019-20,54,1666.2833333333333,326,744,75,230,166,186,46,216,262,381,35,10,131,98,893,2020,27.0
1627763,Malcolm Brogdon,2020-21,56,1929.55,444,980,145,374,153,177,58,236,294,329,49,15,115,110,1186,2021,28.0
1627763,Malcolm Brogdon,2021-22,36,1206.2333333333333,243,543,58,186,143,167,33,152,185,212,30,14,77,71,687,2022,29.0
1627763,Malcolm Brogdon,2022-23,67,1743.8166666666666,354,732,132,297,160,184,42,238,280,248,45,18,98,109,1000,2023,30.0
1627763,Malcolm Brogdon,2023-24,39,1120.8166666666666,218,496,82,199,95,116,28,120,148,214,27,8,60,58,613,2024,31.0
1627767,Cheick Diallo,2017-18,52,580.9166666666666,102,176,0,0,50,66,47,164,211,19,11,21,28,82,254,2018,21.0
1627767,Cheick Diallo,2018-19,64,895.65,168,271,1,4,50,67,75,257,332,33,29,33,49,113,387,2019,22.0
1627767,Cheick Diallo,2019-20,47,478.55,92,142,1,3,34,39,30,101,131,22,11,12,32,55,219,2020,23.0
1627767,Cheick Diallo,2021-22,3,30.633333333333333,3,8,0,0,5,6,4,8,12,0,1,0,1,6,11,2022,25.0
1627770,Kay Felder,2017-18,16,139.55,21,70,4,19,11,12,3,15,18,20,3,1,16,11,57,2018,22.0
1627774,Jake Layman,2017-18,35,160.33333333333334,14,47,4,20,2,3,4,12,16,11,6,4,5,13,34,2018,23.0
1627774,Jake Layman,2018-19,71,1326.9833333333333,216,424,59,181,50,71,56,161,217,53,31,30,46,116,541,2019,24.0
1627774,Jake Layman,2019-20,23,505.18333333333334,81,179,24,72,24,32,17,40,57,15,17,10,24,47,210,2020,25.0
1627774,Jake Layman,2020-21,45,627.2666666666667,91,184,23,78,26,37,13,54,67,28,29,19,26,44,231,2021,26.0
1627774,Jake Layman,2021-22,34,230.56666666666666,30,73,8,35,13,18,6,30,36,9,7,5,10,12,81,2022,27.0
1627775,Patrick McCaw,2017-18,57,961.15,92,225,19,80,26,34,16,66,82,81,43,10,41,67,229,2018,22.0
1627775,Patrick McCaw,2018-19,29,397.3,26,63,9,28,13,15,7,41,48,29,23,2,17,38,74,2019,23.0
1627775,Patrick McCaw,2019-20,37,908.15,67,162,23,71,13,18,19,67,86,79,39,4,29,60,170,2020,24.0
1627775,Patrick McCaw,2020-21,5,33.36666666666666,1,1,0,0,3,3,1,2,3,4,2,0,0,6,5,2021,25.0
1627777,Georges Niang,2017-18,9,31.683333333333334,4,11,0,4,1,2,3,6,9,3,2,0,3,1,9,2018,24.0
1627777,Georges Niang,2018-19,59,516.3666666666667,86,181,43,105,20,24,11,76,87,35,10,6,23,57,235,2019,25.0
1627777,Georges Niang,2019-20,66,923.2166666666667,141,322,90,225,20,24,15,112,127,44,18,5,30,75,392,2020,26.0
1627777,Georges Niang,2020-21,72,1154.4333333333334,177,405,124,292,22,23,28,148,176,59,25,8,51,116,500,2021,27.0
1627777,Georges Niang,2021-22,76,1736.3666666666666,246,563,156,387,52,59,25,178,203,102,30,13,59,190,700,2022,28.0
1627777,Georges Niang,2022-23,78,1511.8833333333332,222,502,154,384,39,45,19,166,185,77,31,14,54,145,637,2023,29.0
1627777,Georges Niang,2023-24,82,1831.1833333333334,284,632,149,396,51,60,22,256,278,98,30,18,72,192,768,2024,30.0
1627778,Chinanu Onuaku,2017-18,1,21.566666666666666,2,5,0,0,0,0,1,3,4,1,0,0,3,4,4,2018,21.0
1627780,Gary Payton II,2017-18,23,220.86666666666667,30,74,6,25,3,9,13,31,44,21,7,3,7,30,69,2018,25.0
1627780,Gary Payton II,2018-19,3,15.916666666666668,5,8,1,2,0,0,1,1,2,4,3,1,1,2,11,2019,26.0
1627780,Gary Payton II,2019-20,29,431.8,48,116,13,46,4,8,26,54,80,48,33,7,20,54,113,2020,27.0
1627780,Gary Payton II,2020-21,10,40.416666666666664,10,13,2,4,3,4,2,9,11,1,6,1,1,8,25,2021,28.0
1627780,Gary Payton II,2021-22,71,1247.8,212,344,43,120,35,58,72,175,247,64,96,22,40,131,502,2022,29.0
1627780,Gary Payton II,2022-23,22,367.5833333333333,41,69,13,26,6,7,24,45,69,30,22,5,16,43,101,2023,30.0
1627780,Gary Payton II,2023-24,44,679.9333333333334,103,183,20,55,14,23,46,67,113,48,39,18,27,77,240,2024,31.0
1627781,Malachi Richardson,2017-18,26,323.3333333333333,30,90,12,40,17,22,5,29,34,13,10,1,10,27,89,2018,22.0
1627781,Malachi Richardson,2018-19,22,103.43333333333334,9,29,8,25,4,5,2,11,13,0,1,0,8,13,30,2019,23.0
1627782,Wayne Selden,2017-18,35,691.3666666666667,116,269,49,122,44,59,16,40,56,66,18,5,54,59,325,2018,23.0
1627782,Wayne Selden,2018-19,75,1438.5833333333333,196,483,55,174,67,92,37,143,180,109,33,13,79,131,514,2019,24.0
1627782,Wayne Selden,2021-22,3,19.133333333333333,1,4,1,2,2,4,0,1,1,1,0,0,0,1,5,2022,27.0
1627783,Pascal Siakam,2017-18,81,1679.2666666666667,253,498,29,132,54,87,79,285,364,159,62,42,67,166,589,2018,23.0
1627783,Pascal Siakam,2018-19,80,2547.616666666667,519,945,79,214,237,302,124,425,549,248,73,52,154,241,1354,2019,24.0
1627783,Pascal Siakam,2019-20,60,2110.15,500,1104,131,365,240,303,64,375,439,207,61,53,148,170,1371,2020,25.0
1627783,Pascal Siakam,2020-21,56,2006.0166666666667,437,961,73,246,249,301,95,310,405,250,64,37,130,174,1196,2021,26.0
1627783,Pascal Siakam,2021-22,68,2577.85,596,1207,75,218,284,379,128,452,580,360,85,42,181,225,1551,2022,27.0
1627783,Pascal Siakam,2022-23,71,2652.05,630,1313,93,287,367,474,131,425,556,415,65,36,169,228,1720,2023,28.0
1627783,Pascal Siakam,2023-24,80,2657.95,681,1271,85,246,290,396,139,426,565,342,63,25,141,193,1737,2024,29.0
1627784,Jarrod Uthoff,2019-20,7,53.15,7,18,3,9,2,2,2,4,6,0,1,0,0,2,19,2020,26.0
1627785,Isaiah Whitehead,2017-18,16,179.65,40,86,7,18,13,19,4,22,26,20,8,2,24,23,100,2018,22.0
1627786,Troy Williams,2017-18,21,307.21666666666664,51,109,11,38,20,30,22,41,63,16,20,4,19,34,133,2018,23.0
1627786,Troy Williams,2018-19,21,311.98333333333335,44,98,14,44,9,15,12,47,59,11,10,8,9,37,111,2019,24.0
1627789,Timothe Luwawu-Cabarrot,2017-18,52,806.5666666666666,100,267,53,158,46,58,14,58,72,54,12,5,38,97,299,2018,22.0
1627789,Timothe Luwawu-Cabarrot,2018-19,50,669.3166666666667,82,218,36,116,31,41,11,86,97,26,19,8,21,73,231,2019,23.0
1627789,Timothe Luwawu-Cabarrot,2019-20,47,852.7166666666667,117,269,62,160,69,81,29,98,127,29,18,7,37,106,365,2020,24.0
1627789,Timothe Luwawu-Cabarrot,2020-21,58,1050.2333333333333,130,356,75,239,35,43,28,101,129,69,33,6,43,99,370,2021,25.0
1627789,Timothe Luwawu-Cabarrot,2021-22,52,684.8666666666667,74,186,44,122,35,41,17,65,82,40,18,6,20,76,227,2022,26.0
1627812,Yogi Ferrell,2017-18,82,2281.5333333333333,311,730,134,359,82,103,26,223,249,201,64,9,78,153,838,2018,24.0
1627812,Yogi Ferrell,2018-19,71,1066.6666666666667,153,352,54,149,60,67,13,96,109,137,36,4,40,64,420,2019,25.0
1627812,Yogi Ferrell,2019-20,50,529.7666666666667,79,188,24,79,36,42,6,43,49,69,18,4,28,38,218,2020,26.0
1627812,Yogi Ferrell,2020-21,10,136.98333333333335,20,57,9,28,7,9,5,14,19,22,7,3,3,11,56,2021,27.0
1627816,Alex Poythress,2017-18,25,104.11666666666667,11,26,4,11,0,0,7,10,17,2,3,1,2,16,26,2018,24.0
1627816,Alex Poythress,2018-19,21,304.9,40,81,9,23,18,29,29,47,76,17,4,10,13,47,107,2019,25.0
1627817,Tim Quarterman,2017-18,3,12.75,1,3,0,2,2,2,0,3,3,1,0,0,2,1,4,2018,23.0
1627819,Isaiah Taylor,2017-18,67,1167.05,163,390,20,80,99,141,22,72,94,206,34,10,84,116,445,2018,23.0
1627826,Ivica Zubac,2017-18,43,409.8333333333333,61,122,0,1,39,51,45,78,123,25,8,15,26,47,161,2018,20.0
1627826,Ivica Zubac,2018-19,59,1039.2166666666667,212,379,0,0,101,126,115,247,362,63,14,51,70,137,525,2019,21.0
1627826,Ivica Zubac,2019-20,72,1326.0333333333333,236,385,0,2,124,166,197,346,543,82,16,66,61,168,596,2020,22.0
1627826,Ivica Zubac,2020-21,72,1608.5166666666667,257,394,1,4,135,171,189,330,519,90,24,62,81,187,650,2021,23.0
1627826,Ivica Zubac,2021-22,76,1851.6833333333334,310,495,0,0,165,227,217,427,644,120,36,77,114,203,785,2022,24.0
1627826,Ivica Zubac,2022-23,76,2169.483333333333,326,514,0,2,166,238,236,520,756,77,29,98,117,219,818,2023,25.0
1627826,Ivica Zubac,2023-24,68,1794.5,337,519,0,0,120,166,196,430,626,93,22,83,79,180,794,2024,26.0
1627827,Dorian Finney-Smith,2017-18,21,448.3333333333333,46,121,20,67,11,15,22,53,75,26,10,4,21,43,123,2018,24.0
1627827,Dorian Finney-Smith,2018-19,81,1985.3333333333333,228,528,79,254,73,103,138,251,389,95,69,36,74,186,608,2019,25.0
1627827,Dorian Finney-Smith,2019-20,71,2119.55,243,522,114,303,78,108,145,260,405,114,45,39,69,178,678,2020,26.0
1627827,Dorian Finney-Smith,2020-21,60,1920.5666666666666,220,466,119,302,31,41,98,228,326,102,52,25,48,138,590,2021,27.0
1627827,Dorian Finney-Smith,2021-22,80,2643.616666666667,326,692,172,435,56,83,122,253,375,150,88,39,80,183,880,2022,28.0
1627827,Dorian Finney-Smith,2022-23,66,2008.8333333333333,196,501,114,338,45,59,114,202,316,100,55,36,62,144,551,2023,29.0
1627827,Dorian Finney-Smith,2023-24,68,1934.6333333333334,215,511,117,336,33,46,109,208,317,107,56,38,59,150,580,2024,30.0
1627832,Fred VanVleet,2017-18,76,1520.1166666666666,232,545,108,261,84,101,25,159,184,243,68,19,74,130,656,2018,23.0
1627832,Fred VanVleet,2018-19,64,1760.2666666666667,246,600,112,296,97,115,21,146,167,307,57,20,82,110,701,2019,24.0
1627832,Fred VanVleet,2019-20,54,1928.1666666666667,319,773,146,374,168,198,18,185,203,357,100,17,121,132,952,2020,25.0
1627832,Fred VanVleet,2020-21,52,1898.5666666666666,338,870,174,476,169,191,32,188,220,328,87,37,95,119,1019,2021,26.0
1627832,Fred VanVleet,2021-22,65,2462.05,442,1097,242,642,194,222,44,245,289,434,111,35,170,162,1320,2022,27.0
1627832,Fred VanVleet,2022-23,69,2534.983333333333,437,1112,207,606,254,283,30,250,280,495,123,38,140,193,1335,2023,28.0
1627832,Fred VanVleet,2023-24,73,2684.45,423,1018,227,586,197,229,33,245,278,589,101,59,126,183,1270,2024,29.0
1627834,Georgios Papagiannis,2017-18,17,121.61666666666667,18,42,0,0,0,0,13,24,37,9,4,6,8,12,36,2018,20.0
1627835,Paul Zipser,2017-18,54,824.05,81,234,37,110,19,25,13,118,131,46,20,15,43,86,218,2018,23.0
1627850,Marshall Plumlee,2017-18,8,51.766666666666666,1,3,0,0,12,16,4,13,17,2,0,1,3,10,14,2018,25.0
1627851,Mindaugas Kuzminskas,2017-18,1,1.85,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,28.0
1627852,Nicolas Brussino,2017-18,4,9.916666666666668,0,2,0,2,0,0,0,3,3,0,0,0,0,0,0,2018,24.0
1627854,Bryn Forbes,2017-18,80,1516.9166666666667,209,497,89,228,48,72,12,98,110,80,28,2,37,108,555,2018,24.0
1627854,Bryn Forbes,2018-19,82,2292.616666666667,361,791,176,413,69,78,18,221,239,175,45,4,80,159,967,2019,25.0
1627854,Bryn Forbes,2019-20,63,1579.2166666666667,242,581,148,381,75,90,12,114,126,108,33,0,57,113,707,2020,26.0
1627854,Bryn Forbes,2020-21,70,1354.35,250,529,154,341,47,61,11,101,112,45,24,1,44,77,701,2021,27.0
1627854,Bryn Forbes,2021-22,75,1285.9166666666667,231,539,122,295,79,87,10,83,93,75,25,5,56,95,663,2022,28.0
1627854,Bryn Forbes,2022-23,25,267.73333333333335,30,83,14,46,15,15,4,11,15,17,7,2,12,22,89,2023,29.0
1627855,Okaro White,2017-18,6,79.55,7,16,4,11,2,3,3,8,11,2,1,1,1,6,20,2018,25.0
1627855,Okaro White,2018-19,3,6.283333333333333,0,2,0,2,0,0,1,1,2,0,0,0,0,0,0,2019,26.0
1627863,Danuel House Jr.,2017-18,23,402.65,56,129,15,58,25,31,13,63,76,25,7,6,11,23,152,2018,24.0
1627863,Danuel House Jr.,2018-19,39,978.6666666666666,118,252,74,178,56,71,25,115,140,40,21,11,35,80,366,2019,25.0
1627863,Danuel House Jr.,2019-20,63,1912.6666666666667,230,539,129,355,73,90,57,210,267,85,67,34,54,132,662,2020,26.0
1627863,Danuel House Jr.,2020-21,36,932.3333333333334,110,272,54,156,41,63,18,114,132,69,20,16,36,67,315,2021,27.0
1627863,Danuel House Jr.,2021-22,42,726.9833333333333,80,198,44,117,44,58,18,93,111,44,21,17,33,51,248,2022,28.0
1627863,Danuel House Jr.,2022-23,56,807.0166666666667,93,197,37,110,45,60,9,85,94,44,14,9,26,69,268,2023,29.0
1627863,Danuel House Jr.,2023-24,34,509.06666666666666,47,105,15,50,35,46,16,42,58,28,15,5,19,45,144,2024,30.0
1627875,Marcus Georges-Hunt,2017-18,42,224.38333333333333,21,48,4,15,13,21,7,9,16,7,6,0,3,32,59,2018,23.0
1627884,Derrick Jones Jr.,2017-18,20,245.18333333333334,21,53,3,18,16,24,21,17,38,9,4,13,7,24,61,2018,20.0
1627884,Derrick Jones Jr.,2018-19,60,1153.5833333333333,160,324,28,91,74,122,96,144,240,37,46,42,43,123,422,2019,21.0
1627884,Derrick Jones Jr.,2019-20,59,1375.1,184,349,37,132,95,123,66,167,233,62,58,38,30,130,500,2020,22.0
1627884,Derrick Jones Jr.,2020-21,58,1317.9333333333334,147,304,43,136,59,91,77,128,205,47,37,54,32,127,396,2021,23.0
1627884,Derrick Jones Jr.,2021-22,51,899.45,105,195,20,61,56,70,60,109,169,30,25,33,30,105,286,2022,24.0
1627884,Derrick Jones Jr.,2022-23,64,893.4333333333333,115,230,27,80,62,84,60,93,153,34,29,37,25,86,319,2023,25.0
1627884,Derrick Jones Jr.,2023-24,76,1782.8833333333332,239,495,82,239,97,136,82,168,250,75,53,51,65,121,657,2024,26.0
1628021,David Nwaba,2017-18,70,1645.9666666666667,202,423,18,52,133,203,89,237,326,104,59,29,77,158,555,2018,25.0
1628021,David Nwaba,2018-19,51,984.25,126,262,24,75,58,85,41,122,163,54,36,17,29,106,334,2019,26.0
1628021,David Nwaba,2019-20,20,268.45,37,71,12,28,18,27,8,37,45,8,11,12,8,32,104,2020,27.0
1628021,David Nwaba,2020-21,30,678.6,106,218,17,63,47,68,40,78,118,31,30,21,17,60,276,2021,28.0
1628021,David Nwaba,2021-22,46,608.8833333333333,85,176,15,49,48,67,41,110,151,35,28,20,21,55,233,2022,29.0
1628455,Mike James,2017-18,36,686.4833333333333,123,321,26,98,64,84,13,77,90,126,28,7,49,48,336,2018,42.0
1628455,Mike James,2020-21,13,236.0,34,92,11,31,21,27,3,29,32,54,6,1,20,10,100,2021,45.0
1628991,Jaren Jackson Jr.,2018-19,58,1514.7166666666667,298,589,51,142,151,197,73,199,272,64,52,82,98,220,798,2019,51.0
1628991,Jaren Jackson Jr.,2019-20,57,1621.9833333333333,353,753,145,368,139,186,55,207,262,78,40,92,99,232,990,2020,52.0
1628991,Jaren Jackson Jr.,2020-21,11,258.43333333333334,53,125,17,60,35,42,17,45,62,12,12,18,15,42,158,2021,53.0
1628991,Jaren Jackson Jr.,2021-22,78,2126.2166666666667,430,1036,128,401,284,345,119,335,454,86,73,177,130,272,1272,2022,54.0
1628991,Jaren Jackson Jr.,2022-23,63,1787.5,416,822,100,282,241,306,108,318,426,60,65,189,107,227,1173,2023,55.0
1628991,Jaren Jackson Jr.,2023-24,66,2124.2,516,1161,117,366,337,417,85,280,365,154,80,106,160,235,1486,2024,56.0
